,Real Values,Predicted Values
0,0.02112676,0.042602114
1,0.16197182,0.20182516
2,0.036217302,0.036238037
3,0.09758551,0.17853965
4,0.012072435,0.032184184
5,0.07344064,0.11463082
6,0.052313883,0.07027656
7,0.15694164,0.14637296
8,0.07042253,0.07760745
9,0.19315895,0.23961774
10,0.029175049,0.040697344
11,0.12273642,0.15096508
12,0.079476856,0.096206054
13,0.16498993,0.17418912
14,0.019114688,0.044322938
15,0.087525144,0.101850614
16,0.1277666,0.13532662
17,0.14285713,0.1636454
18,0.058350097,0.13702421
19,0.0090543255,0.027925815
20,0.014084507,0.03538102
21,0.02414487,0.06242855
22,0.016096579,0.036247745
23,0.09255533,0.1169419
24,0.059356134,0.067888856
25,0.05030181,0.13557093
26,0.019114688,0.036820345
27,0.10060362,0.11005698
28,0.08249497,0.09826687
29,0.2535211,0.27042964
30,0.010060362,0.025856765
31,0.056338027,0.08253363
32,0.015090543,0.046253167
33,0.0090543255,0.03667301
34,0.027162977,0.032026336
35,0.022132795,0.047698498
36,0.06338028,0.099868536
37,0.02112676,0.08337888
38,0.036217302,0.039260007
39,0.08249497,0.088364705
40,0.11167002,0.12411143
41,0.14788732,0.12983985
42,0.11368209,0.10701591
43,0.1498994,0.17358997
44,0.1498994,0.15066083
45,0.35412472,0.3351066
46,0.016096579,0.028812831
47,0.07142857,0.058637127
48,0.09657948,0.10162794
49,0.016096579,0.16088848
50,0.02414487,0.03282954
51,0.020120723,0.03979329
52,0.018108651,0.031478576
53,0.018108651,0.03782115
54,0.023138832,0.046339273
55,0.090543255,0.104636
56,0.08048289,0.10040782
57,0.056338027,0.10125032
58,0.11066398,0.09267979
59,0.16096579,0.23512575
60,0.10362173,0.10793139
61,0.15191147,0.19155648
62,0.20422535,0.20303077
63,0.018108651,0.03173352
64,0.020120723,0.031946324
65,0.08148893,0.10035279
66,0.12575452,0.12207224
67,0.010060362,0.03844139
68,0.02112676,0.038530245
69,0.049295772,0.065746516
70,0.030181086,0.055374816
71,0.14084506,0.12997589
72,0.23440643,0.22418888
73,0.28772634,0.28610852
74,0.30985916,0.29828092
75,0.16197182,0.14848581
76,0.0,0.02928697
77,0.32595572,0.31497812
78,0.26358148,0.23516603
79,0.27967805,0.27463546
80,0.12072434,0.13424301
81,0.15191147,0.17434002
82,0.08148893,0.034593537
83,0.10663983,0.12686865
84,0.1498994,0.12822098
85,0.19014084,0.18704304
86,0.17706236,0.18850796
87,0.09758551,0.19734755
88,0.017102616,0.042556144
89,0.05030181,0.056796752
90,0.017102616,0.034841977
91,0.011066398,0.03189048
92,0.020120723,0.037558287
93,0.026156941,0.0682127
94,0.13380282,0.13859574
95,0.07746479,0.091808915
96,0.018108651,0.036023334
97,0.005030181,0.02731633
98,0.018108651,0.035047136
99,0.064386316,0.068594456
100,0.0472837,0.055841655
101,0.10663983,0.12360391
102,0.15794767,0.16581021
103,0.013078471,0.058929242
104,0.015090543,0.03538274
105,0.05533199,0.08776896
106,0.07645875,0.090673946
107,0.17706236,0.20039472
108,0.2947686,0.28789327
109,0.31187123,0.30622062
110,0.19215292,0.19299866
111,0.12072434,0.14835697
112,0.015090543,0.03292525
113,0.06841046,0.09623738
114,0.11468813,0.100087464
115,0.10663983,0.11500281
116,0.15895371,0.1678627
117,0.1639839,0.1508194
118,0.28169012,0.26343074
119,0.4004024,0.38510677
120,0.10764587,0.13087346
121,0.03923541,0.07395798
122,0.022132795,0.026914503
123,0.016096579,0.051313452
124,0.016096579,0.03458915
125,0.045271628,0.067274585
126,0.020120723,0.044233516
127,0.12474848,0.13771994
128,0.13179074,0.13664792
129,0.28169012,0.24696723
130,0.072434604,0.090608194
131,0.13179074,0.123803176
132,0.06136821,0.07698214
133,0.045271628,0.06958312
134,0.07847082,0.10054883
135,0.018108651,0.031396806
136,0.020120723,0.023092026
137,0.03722334,0.05517585
138,0.014084507,0.028293407
139,0.052313883,0.08190423
140,0.07645875,0.09145185
141,0.04426559,0.07160366
142,0.06036217,0.062313348
143,0.011066398,0.016782466
144,0.028169014,0.042246357
145,0.025150904,0.04141374
146,0.02112676,0.03697086
147,0.011066398,0.028435018
148,0.013078471,0.024119714
149,0.015090543,0.042942286
150,0.03722334,0.052519247
151,0.023138832,0.04549314
152,0.054325953,0.06843693
153,0.14788732,0.16766694
154,0.04225352,0.09290959
155,0.049295772,0.06851593
156,0.17102616,0.1815443
157,0.09154929,0.10167695
158,0.05030181,0.057871304
159,0.05533199,0.06518809
160,0.015090543,0.036676854
161,0.03923541,0.065680996
162,0.022132795,0.0513694
163,0.033199195,0.047841534
164,0.08551308,0.092009984
165,0.0472837,0.04844524
166,0.08953722,0.11469932
167,0.06941649,0.083363
168,0.052313883,0.07598211
169,0.07344064,0.08169421
170,0.022132795,0.027095575
171,0.06136821,0.08730256
172,0.1277666,0.13224052
173,0.108651906,0.13319834
174,0.15593562,0.14732923
175,0.051307846,0.095705375
176,0.10261569,0.11745494
177,0.15995975,0.16646403
178,0.17303823,0.16313772
179,0.10060362,0.09393899
180,0.15593562,0.17728268
181,0.14788732,0.17540029
182,0.16096579,0.15395953
183,0.24647887,0.2577204
184,0.26760563,0.25938234
185,0.2696177,0.30331364
186,0.040241446,0.07667247
187,0.014084507,0.044538833
188,0.016096579,0.023913646
189,0.12072434,0.098544836
190,0.06539235,0.06909552
191,0.17706236,0.17740096
192,0.05533199,0.08440594
193,0.03923541,0.04492087
194,0.07042253,0.08646549
195,0.18309858,0.19234954
196,0.22132796,0.1944291
197,0.16901408,0.18300608
198,0.18410462,0.1902333
199,0.28772634,0.25464782
